internet not mind,2
not mind paying,2
mind paying extra,2
paying extra internet,2
extra internet long,2
internet long works,2
looks like photos,2
people over days,2
bed hard rock,2
toilet not flush,2
morning woken rubbish,2
room ok stopped,2
ok stopped desk,2
stopped desk staff,2
desk staff poor,2
staff poor mannered,2
poor mannered bond,2
mannered bond till,2
bond till couple,2
till couple weeks,2
couple weeks stay,2
weeks stay random,2
stay random couple,2
random couple enter,2
couple enter room,2
enter room room,2
room room key,2
room key wtf,2
key wtf asked,2
wtf asked late,2
asked late checkout,2
late checkout granted,2
checkout granted received,2
granted received calls,2
received calls matter,2
calls matter minutes,2
matter minutes say,2
minutes say leave,2
say leave stayed,2
leave stayed apx,2
stayed apx haymarket,2
apx haymarket nights,2
haymarket nights october,2
nights october chose,2
october chose long,2
chose long weekend,2
long weekend virtually,2
weekend virtually available,2
virtually available executive,2
available executive brm,2
executive brm apartment,2
brm apartment location,2
apartment location pretty,2
pretty good close,2
good close central,2
close central station,2
central station darling,2
station darling harbour,2
harbour arrived carpet,2
arrived carpet outside,2
carpet outside apartments,2
outside apartments very,2
apartments very wet,2
very wet notified,2
wet notified reception,2
notified reception immediately,2
reception immediately long,2
immediately long weekend,2
long weekend told,2
told no cleaners,2
cleaners available receptionist,2
available receptionist brought,2
receptionist brought towels,2
brought towels wet,2
towels wet area,2
wet area smelled,2
area smelled iffy,2
smelled iffy too,2
iffy too towels,2
too towels absorbed,2
towels absorbed bit,2
absorbed bit moisture,2
bit moisture turned,2
moisture turned yellow,2
turned yellow more,2
yellow more towels,2
more towels brought,2
towels brought original,2
brought original towels,2
original towels left,2
towels left apartment,2
left apartment receptionist,2
apartment receptionist understandably,2
receptionist understandably suppose,2
understandably suppose want,2
suppose want touch,2
want touch outside,2
touch outside door,2
outside door stayed,2
door stayed continually,2
stayed continually referred,2
continually referred smell,2
referred smell dampness,2
smell dampness time,2
dampness time reception,2
time reception access,2
reception access keys,2
access keys reprogrammed,2
keys reprogrammed pretty,2
reprogrammed pretty regular,2
pretty regular rooms,2
regular rooms access,2
rooms access cards,2
access cards refused,2
cards refused operate,2
refused operate grumble,2
operate grumble stairs,2
grumble stairs rd,2
stairs rd october,2
rd october manager,2
october manager finally,2
manager finally available,2
finally available came,2
available came investigate,2
came investigate issue,2
investigate issue sprayed,2
issue sprayed deodorant,2
sprayed deodorant antiseptic,2
deodorant antiseptic stain,2
antiseptic stain meant,2
stain meant present,2
meant present towels,2
present towels turned,2
towels turned yellow,2
turned yellow pink,2
yellow pink acknowledged,2
pink acknowledged problem,2
acknowledged problem need,2
problem need check,2
need check apartment,2
check apartment pointed,2
apartment pointed far,2
pointed far concerned,2
far concerned irrelevant,2
concerned irrelevant indicated,2
irrelevant indicated compensation,2
indicated compensation interests,2
compensation interests disclosure,2
interests disclosure offered,2
disclosure offered new,2
offered new rooms,2
new rooms rd,2
rooms rd day,2
rd day pointed,2
day pointed leaving,2
pointed leaving day,2
leaving day packing,2
day packing adults,2
packing adults young,2
adults young children,2
young children not,2
children not way,2
not way wanted,2
way wanted spend,2
wanted spend break,2
spend break got,2
break got phone,2
got phone apx,2
phone apx way,2
apx way home,2
way home apology,2
home apology understood,2
apology understood offer,2
understood offer nights,2
offer nights accommodation,2
nights accommodation refunded,2
accommodation refunded told,2
refunded told offer,2
told offer nights,2
offer nights parking,2
nights parking nights,2
parking nights money,2
nights money apartment,2
money apartment enriched,2
apartment enriched yellow,2
enriched yellow dampness,2
yellow dampness outside,2
dampness outside toilet,2
outside toilet no,2
toilet no cleaners,2
cleaners available left,2
available left make,2
left make close,2
make close habitable,2
close habitable exorbitant,2
habitable exorbitant premium,2
exorbitant premium charged,2
premium charged hotel,2
charged hotel not,2
hotel not fit,2
not fit clean,2
fit clean apartment,2
clean apartment keys,2
apartment keys worked,2
keys worked best,2
worked best sporadically,2
best sporadically beds,2
sporadically beds hard,2
beds hard prepaid,2
hard prepaid grand,2
prepaid grand final,2
grand final weekend,2
final weekend literally,2
weekend literally stayed,2
literally stayed lot,2
lot places expensive,2
places expensive accommodation,2
expensive accommodation told,2
accommodation told no,2
told no cleaning,2
no cleaning staff,2
cleaning staff available,2
staff available make,2
available make room,2
make room habitable,2
night room not,2
stayed hotel nights,2
not honour rate,2
customer service stay,2
